0.000000	3.106000
0.001087	3.122000
0.002174	3.096000
0.003261	3.044000
0.004348	2.998000
0.005435	3.040000
0.006522	3.090000
0.007609	3.120000
0.008696	3.110000
0.009783	3.066000
0.010870	2.994000
0.011957	3.024000
0.013043	3.074000
0.014130	3.114000
0.015217	3.120000
0.016304	3.030000
0.017391	2.992000
0.018478	3.006000
0.019565	3.054000
0.020652	3.100000
0.021739	3.122000
0.022826	3.050000
0.023913	3.002000
0.025000	2.998000
0.026087	3.038000
0.027174	3.088000
0.028261	3.120000
0.029348	3.070000
0.030435	3.016000
0.031522	2.990000
0.032609	3.016000
0.033696	3.068000
0.034783	3.110000
0.035870	3.120000
0.036957	3.034000
0.038043	2.996000
0.039130	3.006000
0.040217	3.052000
0.041304	3.098000
0.042391	3.104000
0.043478	3.054000
0.044565	3.004000
0.045652	2.994000
0.046739	3.030000
0.047826	3.116000
0.048913	3.114000
0.050000	3.074000
0.051087	3.020000
0.052174	2.994000
0.053261	3.016000
0.054348	3.066000
0.055435	3.122000
0.056522	3.092000
0.057609	3.038000
0.058696	2.996000
0.059783	3.000000
0.060870	3.046000
0.061957	3.120000
0.063043	3.108000
0.064130	3.060000
0.065217	3.008000
0.066304	2.996000
0.067391	3.030000
0.068478	3.116000
0.069565	3.118000
0.070652	3.080000
0.071739	3.024000
0.072826	2.992000
0.073913	3.060000
0.075000	3.104000
0.076087	3.122000
0.077174	3.096000
0.078261	3.044000
0.079348	3.000000
0.080435	3.044000
0.081522	3.092000
0.082609	3.120000
0.083696	3.110000
0.084783	3.010000
0.085870	2.992000
0.086957	2.992000
0.088043	3.022000
0.089130	3.074000
0.090217	3.112000
0.091304	3.118000
0.092391	3.084000
0.093478	3.028000
0.094565	2.994000
0.095652	3.010000
0.096739	3.058000
0.097826	3.104000
0.098913	3.122000
0.100000	3.100000
0.101087	3.048000
0.102174	3.000000
0.103261	2.996000
0.104348	3.036000
0.105435	3.086000
0.106522	3.120000
0.107609	3.112000
0.108696	3.070000
0.109783	3.016000
0.110870	2.994000
0.111957	3.022000
0.113043	3.072000
0.114130	3.112000
0.115217	3.120000
0.116304	3.120000
0.117391	3.088000
0.118478	3.032000
0.119565	2.994000
0.120652	3.004000
0.121739	3.050000
0.122826	3.098000
0.123913	3.122000
0.125000	3.104000
